agent,timestep,mean,variance,std_dev,q1,q3,median,mad
2,0,0.07227711512543028,0.016089900732840213,0.1268459724738638,0.018480706959962845,0.047015875577926636,0.03498972952365875,0.014827192761003971
2,1,0.07024201648977832,0.012703806115256447,0.11271116233655142,0.019768265541642904,0.053019616054371,0.034884991124272346,0.015832620672881603
2,2,0.06930923274458618,0.009869151210107984,0.09934360175727466,0.02081185920784871,0.06483912685265143,0.03557526630659898,0.018062607385218143
2,3,0.06867456338592565,0.008296642618371033,0.09108590790221632,0.021494334563612938,0.07299726689234376,0.0364678418263793,0.019345216045621783
2,4,0.06828915846852528,0.007496572167759675,0.086582747517965,0.022229368425905706,0.07831200901418925,0.037282029166817665,0.020367761701345445
2,5,0.06738774371159757,0.007148622100693257,0.08454952454445416,0.02153680971823633,0.07855712827295065,0.03708871994167566,0.0207606915384531
2,6,0.06716717205981433,0.007272110685265754,0.08527667140118542,0.020970646291971207,0.07753303041681647,0.036786139756441114,0.020726066641509534
2,7,0.06672089014553173,0.00745670080672098,0.0863521905148965,0.02103599617257714,0.07464729957282543,0.036506131291389465,0.02025220636278391
2,8,0.06680194422178727,0.007750325026133106,0.08803593031332778,0.02093377197161317,0.07369597926735878,0.03629771173000336,0.020275505073368547
2,9,0.06689673933347279,0.00801884502121669,0.08954800400464932,0.02033121772110462,0.07376146549358964,0.036189870536327357,0.019970293343067175
2,10,0.06669909494798223,0.008072793424324024,0.08984872522370044,0.019698049221187827,0.07309571234509349,0.03594615496695042,0.020010127313435076
2,11,0.06675742946840676,0.008340069249859897,0.09132397959933578,0.01974673941731453,0.07114568091928959,0.03582809194922447,0.019922156073153018
2,12,0.06745948498686863,0.00873928950615599,0.09348416714158601,0.019271882995963094,0.0716306570917368,0.03583980835974217,0.020077638328075412
2,13,0.06803294084759166,0.009173951038800756,0.09578074461393979,0.019295656122267246,0.06989189572632312,0.03588413186371327,0.020354405231773856
2,14,0.06835075747877215,0.00962697164142745,0.09811713225236177,0.01907369652763009,0.06696492377668618,0.03574367351830006,0.01979421488940716
2,15,0.06870657388140301,0.010006196790337764,0.10003097915314917,0.01905886586755514,0.06542030917480587,0.03567730765789748,0.01951482212170959
2,16,0.06918665707002422,0.010478413672576988,0.1023641229756646,0.019067073054611684,0.06389058567583561,0.03553573414683342,0.019137849286198615
2,17,0.06933674639186385,0.010930410739516208,0.10454860467512805,0.0190390033647418,0.06218566242605448,0.03534377291798592,0.01870023012161255
2,18,0.0692395788240494,0.011238426694815612,0.10601144605567651,0.01897463472560048,0.060141821019351484,0.035169197246432304,0.018132746592164038
2,19,0.06950474377369421,0.011600073001917793,0.10770363504505219,0.01912577273324132,0.058285918273031714,0.03515520207583904,0.017787767387926576
2,20,0.06986714465850295,0.012031398020837409,0.10968772958192456,0.01895367209799588,0.05643935836851597,0.035075145214796065,0.017289492860436437
2,21,0.06981092815655954,0.012427428816200646,0.11147837824529314,0.019097310304641724,0.054788373038172716,0.034924331679940225,0.016779488790780308
2,22,0.06989908279483993,0.012750649699916938,0.11291877478930126,0.019089842587709425,0.05301837958395481,0.034717896953225136,0.016441202722489834
2,23,0.06982684809737927,0.013063794344348071,0.11429695684640108,0.019039319828152657,0.05206090286374092,0.03467027433216571,0.016096878144890067
2,24,0.06963883595210704,0.013287695708957182,0.11527226773581399,0.018785963580012322,0.05112335942685604,0.03462417796254158,0.015939538041129707
