agent,timestep,mean,variance,std_dev,q1,q3
1,0,0.05049941556891426,0.014569200664789488,0.12070294389446136,0.0029119327664375305,0.030462851747870445
1,1,0.04412234921213239,0.007406549302875357,0.08606131130116108,0.004046237329021096,0.030628600856289268
1,2,0.03867054854229403,0.004754452644656879,0.06895253907331389,0.004490161236996452,0.029984360250333946
1,3,0.03404922500905814,0.003317702440568788,0.05759950034999252,0.004490976862143725,0.028827108559198678
1,4,0.03023861071802676,0.0024819480004417715,0.04981915294785502,0.004513383377343416,0.02617001375183463
1,5,0.022153153965789825,0.0017204969242021633,0.04147887322724863,0.0032119689509272575,0.017128158826380968
1,6,0.016141522427927702,0.001123622558967726,0.03352047969477355,0.002557283919304609,0.012252711411565542
1,7,0.012149551220955327,0.0007125160464988671,0.026692996206849225,0.0021593438461422923,0.009705756977200507
1,8,0.009266746428096667,0.0004433517830540308,0.021055920380121853,0.0018954395316541194,0.008297797385603189
1,9,0.007435159929059447,0.00025679631719258193,0.016024865590468517,0.0017407912760972978,0.0071467520669102665
1,10,0.006495571917984634,0.00018497489063517945,0.013600547438804787,0.0016274169087409972,0.006741911452263594
1,11,0.006138986348211765,0.0001719887863245043,0.013114449524265374,0.001530805230140686,0.006428872980177402
1,12,0.005796051514111459,0.000151111317570602,0.012292734340682792,0.0014479159377515317,0.006261342205107212
1,13,0.005742366866283119,0.00015694369277472736,0.01252771698174601,0.0014351360499858855,0.00619967244565487
1,14,0.00577780896950513,0.00017111003198868815,0.01308090333228895,0.0013817831873893737,0.006178063759580255
1,15,0.005859077707435936,0.00019086028150194716,0.013815219198476265,0.0013377461582422256,0.006065870635211468
1,16,0.005700962187182158,0.0001877481089878524,0.013702120601857671,0.0012982025742530822,0.006086532026529312
1,17,0.005751451318683103,0.000212656971108085,0.014582762807783888,0.0012732233852148056,0.006095642875880003
1,18,0.005786954762721434,0.0002226709939889247,0.014922164520903954,0.0012051835656166077,0.0060516118071973326
1,19,0.005755797040192411,0.00021722283071897084,0.014738481289433144,0.0012046679854393005,0.0060381732881069185
1,20,0.005567493063574657,0.0001891156297947453,0.013751931856824528,0.0011633779853582383,0.005991646647453309
1,21,0.0055348987970035525,0.00018356599585959505,0.013548652916788261,0.0011734895408153532,0.006038389727473259
1,22,0.005277943431213498,0.00014984439979058822,0.012241094713733254,0.001152791827917099,0.005933621339499951
1,23,0.005205370730180293,0.00012252497773275676,0.011069100132023233,0.0011743262410163881,0.005972400773316622
1,24,0.005086034779213369,0.00010773931002528814,0.010379754815278064,0.001163734495639801,0.005940402392297983
