timestep,agent_1_vs_0_mean,agent_1_vs_0_variance,agent_1_vs_0_std_dev,agent_1_vs_0_q1,agent_1_vs_0_q3,agent_1_vs_1_mean,agent_1_vs_1_variance,agent_1_vs_1_std_dev,agent_1_vs_1_q1,agent_1_vs_1_q3,agent_1_vs_2_mean,agent_1_vs_2_variance,agent_1_vs_2_std_dev,agent_1_vs_2_q1,agent_1_vs_2_q3
10,-4.062775315318108,3.9078177352319705,1.9768201069475115,-4.9622426509857185,-2.726672625541687,-5.540387899448872,7.223948056721611,2.6877403253888965,-6.894334626197815,-3.633564126491547,-4.05674779973507,4.601638149924358,2.1451429206289165,-4.892909383773803,-2.6527992725372314
11,-4.001706236320734,3.9367459439438157,1.9841234699342216,-4.877709364891052,-2.66208393573761,-5.485902029362918,7.320749086631378,2.7056882833451783,-6.8669138073921205,-3.5575724124908445,-3.989465292716026,4.574470674903274,2.1388012237941316,-4.845830261707306,-2.5733130991458895
12,-3.9576030203902715,3.9673095104205336,1.9918106110824225,-4.861330056190491,-2.6005841314792635,-5.437594582138061,7.423688992814446,2.724644746166818,-6.852769482135773,-3.469386410713196,-3.937013859173059,4.5607365322660645,2.1355880998605663,-4.786965298652649,-2.506195843219757
13,-3.924374527680874,4.074520841129305,2.0185442380907346,-4.8155511021614075,-2.5443225383758543,-5.388561955816746,7.515408790718915,2.7414245914704485,-6.773761558532715,-3.408144438266754,-3.894879674985409,4.565741309523175,2.1367595347916843,-4.761014187335968,-2.4674351572990414
14,-3.8958069581949704,4.142120716060883,2.0352200657572346,-4.772353994846344,-2.5102476954460142,-5.359066293483973,7.63172799528404,2.7625582338267622,-6.720342922210693,-3.3600691914558407,-3.8675947114443776,4.621837968276336,2.1498460336210905,-4.721436619758606,-2.4381296753883364
15,-3.860091707524061,4.220550247845541,2.054397782282083,-4.728229403495789,-2.468292319774628,-5.3146883567428596,7.804983426459711,2.793740042749094,-6.629430484771729,-3.3175745487213137,-3.8303344211208823,4.626948360958402,2.1510342537854674,-4.692431795597076,-2.404682499170303
16,-3.8325814190495016,4.288844224230863,2.0709524920265223,-4.715842521190643,-2.4487358927726746,-5.274623855439424,7.860530392463444,2.8036637445427446,-6.58890700340271,-3.2900206208229066,-3.804308695088625,4.700194022094717,2.167993086265433,-4.666510915756225,-2.3802108347415927
17,-3.8149127981889253,4.372207244818524,2.090982363583807,-4.667251062393189,-2.40955536365509,-5.2498001609194285,7.996393823040572,2.8277895648439917,-6.57459077835083,-3.260579299926758,-3.785911160749197,4.748894317048194,2.17919579594129,-4.648649477958679,-2.358762729167938
18,-3.7952759192800527,4.333513575940621,2.081709291889869,-4.664591008424759,-2.3999205589294434,-5.220345695986747,7.8524037917855605,2.802214087429003,-6.574019443988799,-3.241824042797089,-3.768748633646965,4.713865710572944,2.1711438714587628,-4.644864797592163,-2.3496456503868104
19,-3.7842236432671545,4.314762276905142,2.077200586584055,-4.637942206859589,-2.381214916706085,-5.206242249004841,7.902749688177289,2.8111829695303165,-6.555214810371399,-3.2018153429031373,-3.753536999505758,4.670660713973947,2.1611711440730343,-4.62811952829361,-2.319038641452789
20,-3.7841413328409197,4.324854325802367,2.079628410510485,-4.664434850215912,-2.3683293581008913,-5.1914673342955115,7.7915768021114085,2.7913396070903675,-6.5180021047592165,-3.22117737531662,-3.7456256960654253,4.741703629595173,2.177545322053062,-4.632487261295319,-2.311753100156784
21,-3.7769079928743836,4.331305624876405,2.0811789026598375,-4.641332197189331,-2.3461896538734437,-5.189464102702141,7.863769076575274,2.804241265757152,-6.574234247207642,-3.1909395158290863,-3.736547909059524,4.744626349616284,2.178216322961584,-4.600239419937134,-2.291719996929169
22,-3.766338858566285,4.301277971531179,2.0739522587396215,-4.6473465204238895,-2.344540309906006,-5.18090838017702,7.827677584113166,2.797798703286776,-6.507926189899445,-3.2211401581764223,-3.7244854205572597,4.6887228389228826,2.165345893598268,-4.591182124614716,-2.2829989194869995
23,-3.762339866552352,4.342840496282576,2.083948295011797,-4.622179520130158,-2.3517951846122744,-5.18605147143364,7.999174790590418,2.828281243191776,-6.5226682901382445,-3.2076121091842653,-3.7183396812868117,4.700120016086379,2.1679760183374674,-4.593333387374878,-2.2969018042087557
24,-3.759403730672598,4.36365099624321,2.088935373879051,-4.626362895965577,-2.3475934267044067,-5.180530145193338,7.991230310791259,2.8268764229784185,-6.484301733970642,-3.200782859325409,-3.710440134991407,4.67811503143152,2.162895057886887,-4.5949145436286924,-2.2906402885913852
