cluster_id,agent_i,agent_j,mean,std,var,q1,q3,count,cluster_size
0,0,0,0.00915443840494845,0.020838008578570218,0.00043422260152056595,-0.0058057092828676105,0.025754371657967567,144,144
0,0,1,0.002998956804124949,0.007585371590346599,5.75378621636373e-05,-0.0020884372061118484,0.008638330502435565,144,144
0,0,2,0.005125218232731438,0.00880691923229931,7.756182636424346e-05,-0.0009806780144572258,0.010629488388076425,144,144
0,1,0,0.002998956673157712,0.007585371581923035,5.7537862035845566e-05,-0.0020884356345050037,0.008638330502435565,144,144
0,1,1,0.005743170088357551,0.014476614705981036,0.00020957237334542642,-0.003433345991652459,0.015649191569536924,144,144
0,1,2,0.009478528089756664,0.010044601109604078,0.00010089401145105946,0.003004585683811456,0.017952917143702507,144,144
0,2,0,0.0051252183418708025,0.008806918938930236,7.756182119688806e-05,-0.0009806745511014014,0.010629487223923206,144,144
0,2,1,0.009478528491146991,0.010044601468585898,0.00010089401866271798,0.0030045846360735595,0.01795292366296053,144,144
0,2,2,0.018730645447148062,0.013955563024338981,0.00019475773932629736,0.010829650796949863,0.027227777056396008,144,144
1,0,0,0.016166467952095982,0.013270319445367716,0.00017610137818210454,0.006248338730074465,0.025908288545906544,332,332
1,0,1,-6.923805832854439e-05,0.0058078367304645745,3.373096748773344e-05,-0.0034335677046328783,0.004008960793726146,332,332
1,0,2,-0.004707168099219373,0.006910363494500204,4.775312362612107e-05,-0.009690891951322556,-0.00011019257362931967,332,332
1,1,0,-6.923792253988963e-05,0.005807836762862844,3.3730967864061165e-05,-0.003433563746511936,0.004008957766927779,332,332
1,1,1,0.011807418375588808,0.018678567028753115,0.000348888866247623,-0.0011539979022927582,0.025886261370033026,332,332
1,1,2,-0.007319329625924106,0.0067642125648422705,4.5754571622370046e-05,-0.011873841285705566,-0.00274579506367445,332,332
1,2,0,-0.004707168332926637,0.006910363392349576,4.7753122214325135e-05,-0.009690893348306417,-0.00011019699741154909,332,332
1,2,1,-0.007319329793884766,0.006764212104595634,4.5754565395958096e-05,-0.011873841285705566,-0.002745799778494984,332,332
1,2,2,0.006402293527681178,0.010319945608730428,0.00010650127736715445,0.0002623197506181896,0.014752509305253625,332,332
2,0,0,-0.025340340098137494,0.014620629953223838,0.0002137628202291061,-0.03496625833213329,-0.01578517910093069,167,167
2,0,1,0.0014053556146546306,0.006194475364766177,3.837152504469506e-05,-0.0019552268786355853,0.004379660123959184,167,167
2,0,2,0.001543751779754094,0.00831194022540545,6.90883503107132e-05,-0.0031735735246911645,0.0077002691105008125,167,167
2,1,0,0.001405355078935021,0.0061944750028275816,3.837152056065577e-05,-0.001955226296558976,0.004379662219434977,167,167
2,1,1,-0.012544966257500746,0.018275312975675813,0.00033398706435890476,-0.023629999719560146,-0.00013438425958156586,167,167
2,1,2,0.0033784073625529507,0.010616989814525257,0.00011272047272173303,-0.004515839973464608,0.009453717153519392,167,167
2,2,0,0.0015437518710738974,0.008311940295389645,6.908835147412212e-05,-0.0031735734082758427,0.007700271438807249,167,167
2,2,1,0.003378407916048553,0.010616989609821185,0.00011272046837505102,-0.004515837877988815,0.009453718550503254,167,167
