cluster_id,agent_id,mean,std,var,q1,q3,count,cluster_size
0,0,0.03205800427046294,0.10115110065384428,0.010231545163484136,0.0011895373463630676,0.02460621017962694,144,144
0,1,0.0338359476493982,0.09534931472763884,0.009091491819030326,0.004271235316991806,0.025944624096155167,144,144
0,2,0.01897604802959702,0.04190248182562536,0.0017558179831468632,0.000703081488609314,0.024757021106779575,144,144
1,0,0.02609597629704793,0.0820490457723354,0.006732045912150791,0.0008860640227794647,0.02277194382622838,332,332
1,1,0.025054511008223136,0.07157169970850066,0.005122508199163794,0.0014508813619613647,0.02362151723355055,332,332
1,2,0.03258125968866544,0.10031876539883644,0.010063854691146783,0.0009855777025222778,0.025568900629878044,332,332
2,0,0.031493168926524547,0.0817256746842859,0.006679085902601731,0.002333804965019226,0.02457741927355528,167,167
2,1,0.039278977372109176,0.1023460868852324,0.01047472150071954,0.002443864941596985,0.028360667638480663,167,167
2,2,0.0224698497551287,0.05348519339991625,0.0028606659130264453,0.0010780543088912964,0.025937603786587715,167,167
3,0,0.033744314763858065,0.07945281422297859,0.0063127496879511495,0.001955874264240265,0.02678709663450718,297,297
3,1,0.022003461134867737,0.06036309463732256,0.0036437031941943597,0.0011089444160461426,0.02373604290187359,297,297
3,2,0.027716886590827595,0.054529199844207565,0.0029734336356495267,0.002019360661506653,0.027670742943882942,297,297
4,0,0.02548517989363153,0.0785382076313569,0.006168250057946127,0.0013048350811004639,0.02111330907791853,364,364
4,1,0.025481074626281203,0.06761049469928807,0.004571178993482459,0.0013210251927375793,0.025417141616344452,364,364
4,2,0.030222677674328725,0.08649108264325106,0.007480707376801686,0.0014152657240629196,0.02406738419085741,364,364
5,0,0.019154324838055823,0.05944254413840175,0.00353341605364584,0.001190871000289917,0.02530623832717538,312,312
5,1,0.027199608634990186,0.06486386339391807,0.004207320774384866,0.002217911183834076,0.026050481479614973,312,312
5,2,0.03042531650041779,0.08687900302170597,0.007547961166045594,0.0010431669652462006,0.024215726647526026,312,312
6,0,0.020436794971520046,0.04523068036732683,0.002045814446491285,0.001784399151802063,0.026306280866265297,159,159
6,1,0.04902031262692228,0.13872275850462515,0.01924400372713255,0.0028540901839733124,0.026368211954832077,159,159
6,2,0.018577849920019037,0.05193071124193023,0.0026967987700927385,0.0011814311146736145,0.022994820959866047,159,159
7,0,0.03502931277176774,0.0980721336728351,0.009618143403142435,0.001695588231086731,0.02591663831844926,328,328
7,1,0.020331479458524506,0.06091384061420655,0.0037104959783729593,0.0010609328746795654,0.020919977221637964,328,328
7,2,0.024644878377751787,0.062177134148720364,0.003865996010947968,0.0018126927316188812,0.025702488142997026,328,328
8,0,0.03169292189244531,0.07618300519099262,0.00580385027993081,0.0014883093535900116,0.026312561240047216,234,234
8,1,0.027536499608530957,0.05733008626226466,0.003286738790838707,0.003175114281475544,0.023839678149670362,234,234
8,2,0.021573767913744237,0.059537353002922115,0.003544696402594559,0.001351863145828247,0.025856226217001677,234,234
9,0,0.03296011895732393,0.08974267453177118,0.00805374763211541,0.0010901503264904022,0.025073454715311527,332,332
