agent,timestep,mean,variance,std_dev,q1,q3,median,mad,diff_mean,diff_std
1,0,0.04887909753892454,0.013855534682190529,0.11770953522204787,0.003631124272942543,0.032528018578886986,0.013051258400082588,0.011214051395654678,0.0,0.0
1,1,0.04943494351930276,0.009183016143563526,0.09582805509642532,0.005008617881685495,0.03740516118705273,0.014096478931605816,0.011150318197906017,0.0005558459803782171,0.0715027709975659
1,2,0.04867666531562378,0.007087276321749394,0.08418596273577557,0.005419030785560608,0.044811638072133064,0.014114746203025181,0.011157923688491184,-0.000758278203678977,0.04237931207397879
1,3,0.04690498815085011,0.005908359550479841,0.07686585425583872,0.005551186855882406,0.04615791910327971,0.013958564726635814,0.01075042481534183,-0.00177167716477367,0.02911787190226104
1,4,0.04478412400671863,0.004791638801410277,0.06922166424906495,0.005752556398510933,0.04796131933107972,0.014252722728997469,0.010877213254570962,-0.0021208641441314833,0.022348786336345065
1,5,0.04295140260039091,0.004037335385935985,0.06354002979174612,0.005990922761460145,0.04893137731899817,0.014238534805675346,0.01075810690720876,-0.001832721406327716,0.017555596445502922
1,6,0.041524144303129285,0.0035167827794040335,0.059302468577657315,0.006228910759091377,0.050479395115481954,0.014524944126605988,0.01081504113972187,-0.001427258297261627,0.014747390852875809
1,7,0.039960155524191215,0.0030909495699476927,0.05559630895974743,0.006341232685372233,0.04966525244526565,0.01464327797293663,0.010845075361430645,-0.0015639887789380736,0.011789788015277048
1,8,0.03847393929044031,0.0027296365295493255,0.05224592356872759,0.006445883721527126,0.04848873196169734,0.015104940368069543,0.011023255272044076,-0.0014862162337509087,0.009602105216529506
1,9,0.03730003305143051,0.002438308986739768,0.049379236392837915,0.006520641385577619,0.04845617897808552,0.015168135613203048,0.010962823033332824,-0.0011739062390097954,0.008742410131842295
1,10,0.036392298589200865,0.002194412554847457,0.046844557366330794,0.006748652424324642,0.04880936473438686,0.015415083701637657,0.011116088198667223,-0.0009077344622296437,0.007939364037043161
1,11,0.03580451401243396,0.002004965109511241,0.044776836751955144,0.0070379553362727165,0.04880702499455462,0.015691248350776732,0.011283791429984072,-0.0005877845767669041,0.007627702323673928
1,12,0.03526656969623056,0.001842435747256217,0.04292360361451747,0.0072337724984838404,0.048719241785315365,0.016160125414339397,0.011599121167539406,-0.0005379443162034032,0.006648829047613867
1,13,0.034977317738490506,0.0017230489571671591,0.041509624873842924,0.0075527692180393,0.048631309132490835,0.01661467206265245,0.011879144768629755,-0.000289251957740051,0.006605916877560952
1,14,0.03465585118398293,0.0016279643313318072,0.040348039993682555,0.0077531275649865465,0.04845969181818267,0.016851688176393508,0.01198206841945648,-0.00032146655450757296,0.006144463481754774
1,15,0.03426792251255747,0.0015404266374706222,0.03924826922898158,0.008024040405871347,0.04775337741011754,0.01718523507588543,0.012117212667362764,-0.00038792867142546433,0.005434129513279939
1,16,0.03389526504284714,0.0014636735043938225,0.0382579861518327,0.008130505324943978,0.04719809275668334,0.017434078926110968,0.012203690280918689,-0.0003726574697103281,0.005021236563376053
1,17,0.03363139608204773,0.0013914279538298619,0.03730184920121068,0.008304656845413975,0.0466650334937084,0.017891623493697908,0.012548274826258421,-0.0002638689607994118,0.0049607023458017995
1,18,0.03347885102062922,0.0013268238478657138,0.036425593308355514,0.00838525823660587,0.04681828012689948,0.0186543921253791,0.013087358031617966,-0.00015254506141851144,0.0047402738836000045
1,19,0.033347895795419934,0.001273491398442911,0.03568601124310352,0.008487279852852225,0.04726286884397268,0.018961595324799418,0.013167397887445986,-0.0001309552252092831,0.004537384920016015
1,20,0.03247911701318593,0.001239088194621331,0.03520068457603248,0.008177739137317987,0.045592417975421996,0.018138905707746743,0.012633224111050367,-0.0008687787822340034,0.00739635651403311
1,21,0.031656913198737494,0.0012082271995624816,0.034759562706721175,0.007927259895950556,0.043819595687091345,0.017637882474809886,0.012212405167520044,-0.0008222038144484393,0.007696195573614207
1,22,0.031039182505979444,0.0011998123944637193,0.03463830819286241,0.007802301272749901,0.042445362894795835,0.017377050453796984,0.011903215444181117,-0.0006177306927580503,0.00756506190870161
1,23,0.030711982000271854,0.0012132674822514535,0.03483198935248249,0.007694728788919747,0.04153565730666742,0.01724492819048464,0.011721758591011166,-0.0003272005057075876,0.007381441062178848
1,24,0.030684601974680738,0.0012342846419935857,0.0351323873654152,0.007713124272413552,0.04172427034936845,0.016928424779325726,0.011501557379961013,-2.738002559111916e-05,0.0070568507460420215
1,25,0.030875126377369198,0.0012382769395206225,0.03518915940343876,0.0077712045749649405,0.04214742570184171,0.017054155096411706,0.0115756256505847,0.0001905244026884611,0.006963696386719993
1,26,0.031144753347795085,0.0012409790802241248,0.03522753298521094,0.007904218463227152,0.04230766529217363,0.017419959092512725,0.01191634922288358,0.00026962697042588843,0.007197754465216787
1,27,0.03157554969657216,0.0012574824244770916,0.035460998639027234,0.008103719167411327,0.04332975996658206,0.017692501097917555,0.012180636683478952,0.0004307963487770758,0.006880695445425401
1,28,0.032017041925838895,0.001275542238181998,0.03571473418887502,0.008249289263039828,0.044221357558853924,0.01811084868386388,0.012528934329748156,0.0004414922292667325,0.006351525439801282
1,29,0.03239566769224341,0.001302983132757537,0.03609685765766235,0.00831597128417343,0.044690788176376374,0.018535497039556502,0.012917649373412134,0.00037862576640451147,0.006251552540025762
