agent,timestep,mean,variance,std_dev,q1,q3,median,mad,diff_mean,diff_std
1,0,0.08763249058930114,0.02248824336052712,0.14996080608121284,0.007974055130034685,0.06062181666493416,0.03748884238302708,0.027061302214860916,0.0,0.0
1,1,0.08768774410404098,0.020007830392696987,0.14144903814694884,0.016619529807940125,0.07374303904362023,0.03789079375565052,0.026307612366508693,0.00011050702947968603,0.10027597266796934
1,2,0.08749868539368998,0.015938872476180508,0.12624924742817484,0.02140991933022936,0.0967886250000447,0.03893672736982505,0.031348182004876435,-0.0006224296457929086,0.15484557526982684
1,3,0.08767403712386058,0.013661518306977882,0.11688249786421354,0.0251207216642797,0.11039721944689518,0.04026146745309234,0.03446921199792996,0.0010795243413845128,0.15940216603367238
1,4,0.08770743540882249,0.0123115385074594,0.11095737247907143,0.027767442027106883,0.1154986672103405,0.04287126660346985,0.0367425836622715,-0.00035906376570226257,0.15906518363933517
1,5,0.08805120476406797,0.01161852556350178,0.10778926460228672,0.029012467619031666,0.12093787807971239,0.04589128829538822,0.03925934399012476,0.0015103088168583554,0.1554347148419387
1,6,0.08844810734037473,0.011871934667364541,0.1089584079700348,0.02923211652669124,0.1200653303269064,0.045402072288561614,0.038992904120823374,0.00037617313478604045,0.15309277724296655
1,7,0.08890569611171158,0.01228379234886349,0.11083227124291684,0.029673181893303993,0.1198142621666193,0.0447188463062048,0.03882037731818855,-0.00031899867064239516,0.15013973691375176
1,8,0.08914790191212547,0.012661301555983372,0.11252244912009057,0.029597266216296703,0.117648839764297,0.044197081378661095,0.038771765562705694,2.609486769790692e-06,0.1431397808882564
1,9,0.08920445307378047,0.012963940756221303,0.11385930245799551,0.02943100407719612,0.117567721568048,0.0434092104434967,0.03872317696223035,-0.0012873369594967805,0.14253979802025155
1,10,0.08906767694127574,0.01335953062182898,0.11558343575888796,0.02942950217984617,0.11710912091657519,0.04219505861401558,0.03835240877233446,0.0005436723460596106,0.13729278140135423
1,11,0.089019783240654,0.013824849857088418,0.11757912168870976,0.027905534696765245,0.11587836627732032,0.04147208631038666,0.037808622990269214,0.0008205852942010551,0.13263306191866062
1,12,0.08877398693261664,0.01420967724063659,0.11920435076219571,0.02742688311263919,0.11260900590568781,0.04087398312985897,0.03687153309583664,-0.001308511707720436,0.1230981346504198
1,13,0.08863312372119647,0.014763647126050898,0.1215057493538923,0.02673877978231758,0.10827472293749452,0.040375405177474025,0.03607869104016572,0.0005272749698557163,0.1184347127557697
1,14,0.08902543658414645,0.01529513283113088,0.12367349283953648,0.02607404561713338,0.10695819035172463,0.04010809087194502,0.035470929573057225,0.0013785434123539744,0.11599376222032316
1,15,0.08891732190111308,0.015815138261681544,0.12575825325473292,0.025143965519964694,0.10442928178817965,0.03984728939831257,0.03514518178999424,-0.0019584653838572194,0.1106566734073799
1,16,0.0886523997617267,0.01631537722760048,0.12773166102263164,0.024200052837841213,0.1003814660012722,0.0395688146352768,0.034004545677453285,3.6548012436105636e-05,0.10104274328865813
1,17,0.0883786806867846,0.0168743228432571,0.12990120416399958,0.023313033487647773,0.09675969760864973,0.03926461338996887,0.03333379183895886,-0.0013524963854990347,0.09435156597455832
1,18,0.0880382857750143,0.017261730623328076,0.13138390549579532,0.022431800607591867,0.09409212130121887,0.03906289450824261,0.03305978840216994,0.00019389578571463062,0.0883074963834627
1,19,0.0876483950442671,0.01767743370816887,0.13295651058962427,0.021603182051330806,0.08740630624815822,0.038914838805794716,0.03190114656463265,0.0011310643174694632,0.07763584557294853
1,20,0.08772534116475196,0.018126687253698218,0.13463538633545868,0.020794463960919527,0.08505381904542446,0.03877882361412048,0.030966100143268706,0.00037571887230315043,0.08153183473281525
1,21,0.08778428178053305,0.018622357426565365,0.13646375865615518,0.019619022321421653,0.08290993869304658,0.038653886318206786,0.030083779687993226,-5.3479511082696266e-05,0.07533317266116983
1,22,0.0882692083763027,0.01915946858396411,0.1384177321876215,0.019441130571067333,0.08244295492768287,0.038601316139101984,0.030196868535131215,0.0007774335144436919,0.07226289247039679
1,23,0.08846250278753608,0.019588126160697373,0.13995758700655486,0.01878903675824404,0.08056667447090149,0.03853753358125687,0.029356295056641103,-0.0012642651369667874,0.06539779993768412
1,24,0.08866329276652973,0.02002595672561528,0.14151309736422024,0.018311190884560347,0.07779948562383653,0.038478998467326164,0.028762774728238585,0.0011685421562709962,0.06054117876269158
