agent,timestep,mean,variance,std_dev,q1,q3,median,mad
1,0,0.02850671306848526,3.2495302896973652e-06,0.001802645358826124,0.027476683259010315,0.029681578278541565,0.028610199689865112,0.0010984241962432861
1,1,0.12139568489789963,0.0015270230528310943,0.039077142331945085,0.09703808277845383,0.1392299309372902,0.11888871341943741,0.021212667226791382
1,2,0.08746517377595107,0.0007934630144059696,0.0281684755428115,0.0688366194566091,0.1002107709646225,0.08500641584396362,0.01574528217315674
1,3,0.0839253898050636,0.003868837931078487,0.062199983368795904,0.05877034366130829,0.08785317651927471,0.07118914276361465,0.01371053233742714
1,4,0.08858669510871173,0.0071768481894784845,0.0847162805455863,0.05260305404663086,0.0770256832242012,0.0623993456363678,0.011151605844497682
1,5,0.08863831860333682,0.007141544128156897,0.08450765721611798,0.052175024151802064,0.07985287606716156,0.06252861320972443,0.012496453523635868
1,6,0.049649009660780424,0.0068493221259862125,0.08276063149823237,0.015305884182453156,0.0346051275730133,0.019645196199417115,0.006468430161476136
1,7,0.06593357156664133,0.007215050169811413,0.08494145142279717,0.015344412624835968,0.09260580539703368,0.021295344829559325,0.009136590361595153
1,8,0.05366344092190266,0.005403027680077942,0.07350529015028744,0.011239869892597197,0.06564244329929352,0.016051048040390016,0.00809358060359955
1,9,0.0511684891706705,0.006044739867099379,0.07774792516266514,0.005138398706912994,0.05520227253437042,0.008788061141967774,0.005401504039764404
1,10,0.05121587967932224,0.0063652874817991915,0.07978275178131669,0.006213881075382233,0.04630698710680008,0.009633845090866087,0.004876318573951721
1,11,0.05097888481140136,0.006432108736851465,0.0802004285328418,0.00526287704706192,0.04272323250770569,0.010111108422279358,0.0064660519361495975
1,12,0.03630084354281426,0.003770602301654798,0.06140523024673711,0.0075733989477157595,0.01721109449863434,0.01282097101211548,0.004953491687774658
1,13,0.043442112585902214,0.006727811633941994,0.08202323837755977,0.009402531385421752,0.021504127979278566,0.013200232386589052,0.00465449094772339
1,14,0.04744102564573288,0.010105108104878217,0.10052416677037526,0.011069291830062866,0.03002454936504364,0.01404430866241455,0.004344683885574341
1,15,0.0587653569495678,0.015199719097029716,0.12328714084214021,0.009609125554561615,0.038452711701393125,0.016322600841522216,0.00758327841758728
1,16,0.07039619937598704,0.021165475350016484,0.14548359134286068,0.009800612926483154,0.04952284395694733,0.017798793315887452,0.009473246335983277
1,17,0.08295197384893895,0.029631172388001135,0.17213707441455237,0.010102447867393494,0.06846736371517181,0.019883221387863158,0.01192803382873535
1,18,0.08956396898806095,0.03888593349961775,0.1971951660148335,0.010766011476516723,0.06607016921043396,0.019712072610855103,0.011644560098648072
1,19,0.08153936320602895,0.03617407229374863,0.1901948272002912,0.014138144254684449,0.056104496121406555,0.02253583073616028,0.01154300570487976
1,20,0.07754148426532745,0.03027136592964326,0.1739866831962816,0.01547987461090088,0.05007145702838898,0.024910730123519898,0.012496459484100343
1,21,0.0722245967847109,0.02487318203947731,0.15771233952826047,0.01309226155281067,0.04623286426067352,0.022270935773849487,0.011728131771087646
1,22,0.06622954929888249,0.020735630593243296,0.1439987173319377,0.01098403036594391,0.04079318642616272,0.01987982392311096,0.011010998487472536
1,23,0.0538354831713438,0.014282637753209164,0.11950999018161271,0.009801995754241944,0.03397548198699951,0.017823690176010133,0.009421694278717042
1,24,0.04073078158915043,0.011075119184939681,0.10523839216245981,0.007815289497375488,0.025381612777709964,0.01223602294921875,0.006184232234954833
1,25,0.029857147223949432,0.008611276785685722,0.09279696539050036,0.00665438175201416,0.015103286504745484,0.009302353858947754,0.003384220600128174
1,26,0.021849017283320425,0.003411369006986505,0.05840692601897916,0.006130862236022949,0.012436133623123168,0.008324420452117919,0.0027289509773254397
1,27,0.011370583228468893,0.0007572643664399061,0.02751843684586583,0.004708230495452881,0.010207334160804748,0.006669247150421142,0.0023733913898468014
1,28,0.01495943853855133,0.0008639540098351006,0.02939309459439582,0.004162228107452393,0.012201565504074096,0.006550812721252441,0.0030886054039001467
1,29,0.018125398584008214,0.001202997467903067,0.034684253889958,0.0036590784788131715,0.013484960794448853,0.007250595092773437,0.00413980484008789
1,30,0.020054723141193394,0.0014574174174792557,0.03817613675425076,0.0036034196615219115,0.015014484524726868,0.007965826988220216,0.004975998401641847
1,31,0.022909012799263002,0.0018826777370647765,0.04338983448994449,0.0036519944667816164,0.017906093597412107,0.008864283561706543,0.005944311618804932
1,32,0.029768797630667688,0.0028367348386893502,0.053261006737474935,0.004511487483978272,0.023233354091644287,0.010067546367645265,0.007005703449249268
