agent,timestep,mean,variance,std_dev,q1,q3
2,0,0.03015933869704604,0.007514340319866659,0.08668529471523218,0.0,0.025147339329123497
2,1,0.0295796785018174,0.003514052382143342,0.05927944316660997,0.006157421390525997,0.024141724687069654
2,2,0.02989055518989917,0.002375127484926704,0.048735279674243216,0.008704006516685089,0.02439063337321083
2,3,0.02949270191268879,0.001758317566676027,0.04193229741709876,0.009221959044225514,0.024932929780334234
2,4,0.029091866233586335,0.0013728004900216589,0.03705132237885254,0.01019157418049872,0.026452921982854604
2,5,0.028499132088837212,0.001298808647063623,0.036038987875128,0.010225108079612254,0.026061486452817917
2,6,0.02804921988328453,0.0012719845678965981,0.03566489265225115,0.01011734022758901,0.025357361882925034
2,7,0.027037741128988567,0.0011824184862659095,0.034386312484270674,0.009897267166525125,0.024138678051531314
2,8,0.026423384086480366,0.0011592181003530796,0.034047292114837556,0.009602300450205804,0.023361422354355454
2,9,0.026036002430217343,0.0011009115867144856,0.03317998774433899,0.009539633709937333,0.02327395910397172
2,10,0.025622420962888283,0.0010925211682258447,0.03305330797705193,0.009411590918898583,0.022933431249111888
2,11,0.025493722625083756,0.0010904930994961085,0.033022614970594145,0.009283059230074286,0.022805713675916196
2,12,0.025456822918108666,0.0011033879655209114,0.03321728413824513,0.009214241057634354,0.02282266253605485
2,13,0.0258679364583455,0.0011494484095071129,0.033903516182058654,0.009256340516731142,0.023231167066842317
2,14,0.02619334256759845,0.0011790133560251573,0.03433676391311734,0.00939219556748867,0.023349880380555986
2,15,0.0265150728768151,0.0012343518215358177,0.03513334344374042,0.00930151492357254,0.023904242971912026
2,16,0.026735646437634132,0.0012597827639042787,0.03549341859985142,0.009533147094771266,0.024067023303359747
2,17,0.027132252511034603,0.0013015730667294975,0.036077320670048346,0.009675576724112034,0.02425789088010788
2,18,0.027423452176350987,0.0013505812415300325,0.036750254985918565,0.009592754393815996,0.02439930127002299
2,19,0.027787538789284298,0.0014006590603093366,0.0374253798953242,0.009638234367594123,0.024684636760503052
2,20,0.028151788245933132,0.0014317125079521772,0.03783797705945942,0.009641837235540152,0.02508667097426951
2,21,0.02835706574176438,0.0014453550754494802,0.038017825759102536,0.009689326025545598,0.025324560422450303
2,22,0.028712984171845018,0.0015242446120003813,0.039041575429282833,0.009568373486399651,0.025710589438676833
2,23,0.02892312502170447,0.0016102452557024407,0.04012786133975297,0.009696841519325972,0.025695883575826882
2,24,0.029281378480405545,0.0016402308844814528,0.04049976400525629,0.009699501749128103,0.0260810203384608
