agent,timestep,mean,variance,std_dev,q1,q3
1,0,0.028233790047816,0.006462884294203184,0.08039206611478016,0.0,0.024924108758568764
1,1,0.02929791107978672,0.003445926770324316,0.05870201674835641,0.005997058819048107,0.024024928454309702
1,2,0.029464918921383414,0.0023537419970837987,0.04851537897495802,0.008584372776870927,0.024015297802786034
1,3,0.029161693933344213,0.001745022454317457,0.04177346591219667,0.009134414722211659,0.024768400005996227
1,4,0.028792325642933138,0.0013621642564339198,0.03690750948565779,0.010137928882613778,0.026078262459486724
1,5,0.028415769472140816,0.0013470429854686343,0.036702084211508126,0.01024754079990089,0.025602365285158156
1,6,0.027816028591380455,0.0012761272847359659,0.035722923798815316,0.010006331373006105,0.02532098041847348
1,7,0.026957652394706384,0.0012046969410360639,0.034708744446264025,0.009978001657873391,0.024023746978491543
1,8,0.02645325449849479,0.0011641066336412695,0.03411900692636392,0.009738304931670426,0.023737590108066798
1,9,0.026268427770597628,0.0011310738660430942,0.033631441628974135,0.009503790503367783,0.023299171309918168
1,10,0.02625761287456262,0.0011336011480101741,0.033668993866912245,0.009414269216358661,0.02312886593863368
1,11,0.026092225469698895,0.001128843319526157,0.03359826363855961,0.009429944772273302,0.02328643947839737
1,12,0.02623129230189952,0.0011597256164690211,0.03405474440469376,0.009427414648234845,0.023342689871788027
1,13,0.02664873562920722,0.0012057881556816648,0.034724460480785944,0.00947987912222743,0.023779767751693725
1,14,0.026416020879969,0.0012053694947020447,0.03471843162791264,0.00936236921697855,0.023691671993583442
1,15,0.026661799487802198,0.0012561984979650575,0.03544289065475695,0.009523970913141966,0.02375205187126994
1,16,0.026989507026551292,0.0013277037938230628,0.03643766998345343,0.009495864296332002,0.023887197207659482
1,17,0.02743540892572608,0.0013992756914466215,0.037406893635353114,0.009559337794780732,0.024168620817363262
1,18,0.027318465319364334,0.0013488424546016144,0.03672659056598658,0.009589765360578895,0.02407800578512251
1,19,0.027657754787928424,0.0013899916862707424,0.03728259226865458,0.009545013029128312,0.02478831196203828
1,20,0.02788750904557761,0.0013833906536344404,0.037193959907953336,0.009627071721479296,0.025246166856959462
1,21,0.027910460058711464,0.0013949120834120894,0.03734852183704315,0.009691949188709258,0.02529952647164464
1,22,0.027779153158953414,0.0013556328219824702,0.03681891934837944,0.009574602264910937,0.025144880916923282
1,23,0.02856592729827156,0.0014737813993945224,0.038389860632653025,0.009687816025689244,0.02533189447131008
1,24,0.029128291034325956,0.0015172540703706266,0.03895194565577728,0.009615848492830991,0.025997110363095998
