agent,timestep,mean,variance,std_dev,q1,q3
0,0,0.025192337670363486,0.007687035683186533,0.08767574170308759,0.0010084807872772217,0.015922843012958765
0,1,0.023160177104966716,0.00504365412321952,0.07101868854899758,0.0010447651147842407,0.013902280130423605
0,2,0.02092477779366697,0.0035987816907430592,0.059989846563756596,0.001073154310385386,0.012446758259708684
0,3,0.018861642029450742,0.002746754806222181,0.05240949156614841,0.0011172974482178688,0.011010262416675687
0,4,0.01688017639962025,0.0020728258201970482,0.045528296917379286,0.001144097000360489,0.009938534162938596
0,5,0.013079955428540705,0.0014165664470968482,0.03763730127276461,0.0010118238627910615,0.0074744968675076965
0,6,0.009703194016339258,0.0009086450545475216,0.030143739889859744,0.0009271599352359771,0.0054976588115096085
0,7,0.0070715411149058485,0.0005692954285757613,0.02385991258524979,0.0008709557354450226,0.004349226551130414
0,8,0.005124053500927985,0.0003100106952926291,0.01760712058494032,0.0008326586335897446,0.0036160462535917755
0,9,0.003869590166117996,0.0001591895006263891,0.012617032163959522,0.0008168287575244903,0.003144939476624131
0,10,0.003169768815543503,8.756192833805469e-05,0.009357453090347538,0.000805288553237915,0.0028624748811125755
0,11,0.002829847795544192,6.320732343707453e-05,0.007950303355034608,0.0007995449006557465,0.002689957665279508
0,12,0.0026886308859940624,5.5587463879222755e-05,0.007455700093165145,0.0007828790694475174,0.0025939035695046186
0,13,0.0026317510276194665,5.774467543744568e-05,0.007598991738214069,0.0007790245115756989,0.002499364409595728
0,14,0.0025942681695986535,5.872513781142724e-05,0.007663232856401222,0.000765826553106308,0.002414959715679288
0,15,0.00251646739047952,5.541087545751573e-05,0.007443848161906295,0.0007561966776847839,0.0023459671065211296
0,16,0.0024723772292863577,5.911337165160495e-05,0.007688522071998295,0.0007312431931495666,0.002269438374787569
0,17,0.002378164477972314,5.665475256663015e-05,0.007526935137665938,0.0007276490330696107,0.00221368670463562
0,18,0.0022513219646271318,4.518090244449329e-05,0.0067216740805020655,0.0007128976285457611,0.002144697634503245
0,19,0.0021244113239180296,4.119983697665297e-05,0.006418709915290842,0.0007043734192848205,0.0020638670306652785
0,20,0.0020192869056016205,3.6879459835523456e-05,0.006072846106688647,0.0006872035562992096,0.001998615823686123
0,21,0.001945556929502636,2.9503305446306738e-05,0.005431694528073789,0.00067521333694458,0.0019637828692793844
0,22,0.0019339922560006378,3.714005717703144e-05,0.006094264285131671,0.0006690196692943573,0.0019266407005488872
0,23,0.00192054294526577,4.161809975260844e-05,0.006451209169807505,0.0006621882319450379,0.0019287276081740856
0,24,0.0019195716130547226,4.656404033939987e-05,0.0068237848983829985,0.0006531871855258942,0.0019062221981585026
