agent,timestep,mean,variance,std_dev,q1,q3
1,0,0.031141696373932062,0.0036818303870756806,0.06067808819562199,0.0040101949125528336,0.038193254731595516
1,1,0.026678890619333834,0.0018225667366564436,0.04269153003414663,0.005965034477412701,0.034067730186507106
1,2,0.022836649402293067,0.0010906501635567377,0.03302499301372731,0.0062372516840696335,0.026871615710357826
1,3,0.020189200889039784,0.0007436641814595724,0.027270206846659092,0.006228617043234408,0.023347323527559638
1,4,0.01813369114946574,0.0005256666398995031,0.022927421134953295,0.006118046771734953,0.02117212936282158
1,5,0.013906610814668239,0.00034881990865096095,0.018676721035849976,0.004474802687764168,0.01687642280012369
1,6,0.011186234681718052,0.00022728290016564402,0.015075904621801108,0.003828703239560127,0.014146796334534882
1,7,0.009830268458612262,0.0001907859019708485,0.013812526994393478,0.0033477772027254104,0.012675655726343393
1,8,0.008965796349141748,0.00016667228148993068,0.012910161946696513,0.003042396530508995,0.011688232887536287
1,9,0.008525130848027765,0.000161769884167556,0.012718879045244358,0.0028162054717540737,0.010987398494035006
1,10,0.008013042997047306,0.00013512151742380756,0.011624178139714118,0.002581270597875118,0.010506080090999603
1,11,0.00775813059322536,0.00014017291878267417,0.011839464463508228,0.0023979559540748597,0.009941594628617167
1,12,0.007533582758083939,0.00016595303033142513,0.012882275821120472,0.002266506850719452,0.009555258881300687
1,13,0.007339396037831902,0.0002038570370823838,0.014277851276798753,0.002144649624824524,0.0092126558534801
1,14,0.00724627348260954,0.0002581038369251121,0.01606561038134288,0.002030815556645393,0.008866065554320813
1,15,0.007097391109112651,0.00029999767744527694,0.01732044102917928,0.0019228883087635041,0.008424718445166944
1,16,0.006957106953635811,0.0002830142064070232,0.01682302607758257,0.0018423847854137422,0.008282809704542161
1,17,0.0067625328465364875,0.0002720133989545562,0.0164928287129454,0.0017417512834072113,0.007845224533230067
1,18,0.006701184683013707,0.00028632837204392445,0.01692124026316997,0.001681165397167206,0.007691590301692486
1,19,0.0065525783482939005,0.0002816681768913178,0.016782972826389186,0.001650218665599823,0.007545403996482491
1,20,0.006454763448331505,0.0002839135277201813,0.016849733758139366,0.0016114011406898497,0.007488123513758182
1,21,0.006407247407604009,0.00029488228734176437,0.017172136947443798,0.001601576805114746,0.007351376488804817
1,22,0.006420415324810892,0.0003076514228747943,0.017539994950820093,0.0015776947140693665,0.007318833097815514
1,23,0.006272216644641011,0.00028929259031264937,0.01700860342040608,0.001559127867221832,0.007177898194640875
1,24,0.006179490994717925,0.0002696589157833806,0.01642129458305223,0.001549653708934784,0.007020870223641396
